,County,Age,Gender,Monthly Income,Highest Level of Education Attained,Occupation,Location,Did you vote in 2017,Will you vote in the Refere,If No Why,How will you vote in the Referendum,If elections are today who would you vote for,If you dont vote for that one who is your second choice,Do you support BBI,Do you know what BBI wants to change,Do you support the Hustler Nation,Do you think the handshake brought us peace,Who influences youin your community,Do you trust your political leaders,Do you trust your religious leaders,Do you trust your elders,Where do you get your News from,Have you understood BBI completely,Will you vote in 2022,Monthly Income (Kshs)
3364,meru,18-24,male,"0-11,000",kcse,unemployed,rural,no,yes,,no__against_it,william_ruto,none,no,no,yes,no,church_leaders,always,sometimes,always,tv,no,yes,"0-11,000"
3365,isiolo,36-40,male,"0-11,000",kcpe,unemployed,rural,yes,yes,,yes__for_it,raila_odinga,gideon_moi,yes,yes,no,yes,elders,never,sometimes,always,my_friends,yes,yes,"0-11,000"
3366,migori,31-35,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,urban,yes,no,current_constitution_is_ok,no__against_it,william_ruto,gideon_moi,no,yes,yes,no,governor,sometimes,never,always,whatsapp,yes,yes,"11,001-20,000"
3367,kitui,25-30,male,"11,001-20,000",diploma,business_owner__hotel_shop_kio,urban,yes,yes,,no__against_it,william_ruto,kalonzo_musyoka,no,no,yes,yes,my_friends,often,always,always,tv,yes,yes,"11,001-20,000"
3368,kitui,36-40,female,"11,001-20,000",kcpe,business_owner__hotel_shop_kio,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,kalonzo_musyoka,no,no,no,yes,elders,sometimes,often,always,radio,no,yes,"11,001-20,000"
3369,laikipia,18-24,male,"0-11,000",kcpe,informal_employment__jua_kali_,rural,no,yes,,no__against_it,william_ruto,none,no,no,yes,no_response,elders,sometimes,never,always,tv,maybe,yes,"0-11,000"
3370,migori,41-50,male,"11,001-20,000",diploma,business_owner__hotel_shop_kio,urban,yes,yes,,no__against_it,raila_odinga,fred_matiangi,no,a_little,no,yes,mp,always,always,always,radio,no,yes,"11,001-20,000"
3371,kakamega,25-30,male,"0-11,000",kcse,transport__matatu__lorry_boda_,rural,no,undecided,,still_deciding,william_ruto,musalia_mudavadi,thinking_about_it,a_little,yes,yes,governor,sometimes,sometimes,sometimes,tv,no,yes,"0-11,000"
3372,nyeri,18-24,female,"0-11,000",certificate,unemployed,rural,no,undecided,,still_deciding,none,none,don_t_care,no,yes,yes,my_friends,rarely,rarely,sometimes,twitter,no,no,"0-11,000"
3373,nakuru,51-60,male,"0-11,000",none,unemployed,rural,yes,yes,,yes__for_it,william_ruto,none,no,no,yes,yes,mp,never,sometimes,always,radio,no,undecided,"0-11,000"
3374,kisii,over-61,male,"0-11,000",kcse,other,rural,yes,undecided,,no__against_it,kalonzo_musyoka,musalia_mudavadi,thinking_about_it,no,yes,yes,church_leaders,sometimes,always,always,radio,no,yes,"0-11,000"
3375,laikipia,25-30,male,"11,001-20,000",certificate,hustler,peri_urban,yes,yes,,yes__for_it,raila_odinga,none,yes,yes,no,yes,business_leaders,never,never,always,tv,yes,undecided,"11,001-20,000"
3376,kakamega,31-35,male,"0-11,000",kcse,informal_employment__jua_kali_,rural,yes,yes,,yes__for_it,gideon_moi,musalia_mudavadi,yes,a_little,yes,yes,mp,sometimes,always,always,tv,no,yes,"0-11,000"
3377,nyeri,18-24,female,"0-11,000",kcse,transport__matatu__lorry_boda_,rural,yes,yes,,still_deciding,martha_karua,none,thinking_about_it,no,i_do_not_know_about_it,no_response,mcas,sometimes,rarely,always,radio,no,yes,"0-11,000"
3378,nairobi,25-30,female,"11,001-20,000",diploma,business_owner__hotel_shop_kio,urban,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,william_ruto,thinking_about_it,no,yes,yes,church_leaders,rarely,always,always,tv,no,yes,"11,001-20,000"
3379,meru,25-30,female,"0-11,000",kcpe,cash_crop_farmer_commercial_fi,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,fred_matiangi,no,no,yes,yes,elders,rarely,always,always,radio,no,yes,"0-11,000"
3380,kericho,36-40,male,"11,001-20,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,yes,,no__against_it,kalonzo_musyoka,musalia_mudavadi,no,a_little,no,yes,mcas,never,always,always,tv,no,yes,"11,001-20,000"
3381,nyeri,36-40,female,"20,001-50,000",diploma,business_owner__hotel_shop_kio,urban,yes,yes,,yes__for_it,william_ruto,william_ruto,yes,yes,yes,no,church_leaders,never,always,always,newspapers,yes,yes,"20,001-50,000"
3382,isiolo,18-24,male,"0-11,000",kcpe,unemployed,rural,no,yes,,no__against_it,raila_odinga,william_ruto,no,no,yes,yes,business_leaders,never,always,always,tv,no,yes,"0-11,000"
3383,migori,18-24,female,"0-11,000",kcpe,cash_crop_farmer_commercial_fi,rural,no,yes,,yes__for_it,raila_odinga,gideon_moi,yes,a_little,no,yes,mp,sometimes,always,always,radio,maybe,yes,"0-11,000"
3384,mombasa,18-24,female,"0-11,000",kcse,other,peri_urban,no,yes,,yes__for_it,william_ruto,kalonzo_musyoka,yes,yes,no,yes,mp,sometimes,always,always,tv,yes,yes,"0-11,000"
3385,meru,18-24,male,"0-11,000",kcse,hustler,rural,no,yes,,yes__for_it,william_ruto,raila_odinga,yes,yes,no,yes,church_leaders,sometimes,always,always,youtube,yes,yes,"0-11,000"
3386,nyeri,51-60,female,"11,001-20,000",kcpe,subsistence_farmer_subsistence,urban,yes,no,i_do_not_understand_bbi,i_will_not_vote,none,none,no,no,i_do_not_know_about_it,yes,mcas,often,often,always,radio,no,no,"11,001-20,000"
3387,mombasa,25-30,female,"11,001-20,000",certificate,informal_employment__jua_kali_,peri_urban,yes,undecided,,still_deciding,none,none,thinking_about_it,a_little,not_sure,yes,mcas,sometimes,sometimes,often,tv,maybe,undecided,"11,001-20,000"
3388,kirinyaga,41-50,female,"11,001-20,000",kcse,cash_crop_farmer_commercial_fi,rural,yes,yes,,yes__for_it,william_ruto,kalonzo_musyoka,yes,yes,yes,yes,no_one,never,always,always,tv,yes,yes,"11,001-20,000"
3389,isiolo,18-24,male,"0-11,000",kcpe,transport__matatu__lorry_boda_,urban,no,yes,,no__against_it,william_ruto,raila_odinga,no,no,yes,no_response,governor,always,always,always,tv,no,yes,"0-11,000"
3390,laikipia,25-30,male,"0-11,000",kcpe,unemployed,peri_urban,no,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,none,no,a_little,yes,no,my_friends,rarely,never,always,tv,no,yes,"0-11,000"
3391,machakos,18-24,male,"0-11,000",kcse,informal_employment__jua_kali_,rural,yes,undecided,,still_deciding,kalonzo_musyoka,william_ruto,no,no,no,no,no_one,rarely,rarely,sometimes,radio,no,no,"0-11,000"
3392,migori,18-24,female,"0-11,000",kcpe,unemployed,informal_settlement,no,yes,,yes__for_it,raila_odinga,gideon_moi,yes,no,no,yes,mp,always,always,always,tv,no,yes,"0-11,000"
3393,kisumu,18-24,female,"20,001-50,000",undergraduate,business_owner__hotel_shop_kio,urban,yes,yes,,yes__for_it,musalia_mudavadi,gideon_moi,yes,yes,yes,yes,chief,sometimes,always,always,tv,yes,yes,"20,001-50,000"
3394,laikipia,41-50,female,"0-11,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,yes,,yes__for_it,william_ruto,fred_matiangi,no,no,yes,yes,governor,never,always,always,tv,no,yes,"0-11,000"
3395,mombasa,18-24,female,"0-11,000",kcpe,business_owner__hotel_shop_kio,peri_urban,no,yes,,yes__for_it,none,none,thinking_about_it,no,not_sure,no_response,chief,never,rarely,rarely,tv,no,yes,"0-11,000"
3396,mombasa,31-35,male,"11,001-20,000",diploma,business_owner__hotel_shop_kio,peri_urban,yes,yes,,yes__for_it,william_ruto,none,yes,a_little,yes,yes,mcas,sometimes,sometimes,often,radio,maybe,yes,"11,001-20,000"
3397,mombasa,25-30,female,"0-11,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,yes,,yes__for_it,raila_odinga,none,yes,a_little,not_sure,yes,church_leaders,sometimes,often,sometimes,tv,maybe,yes,"0-11,000"
3398,kisii,18-24,male,"0-11,000",diploma,hustler,peri_urban,no,no,i_am_not_interested,i_will_not_vote,none,none,don_t_care,no,no_response,no_response,my_friends,never,never,never,newspapers,i_don_t_care,no,"0-11,000"
3399,machakos,31-35,male,"0-11,000",kcpe,informal_employment__jua_kali_,rural,yes,yes,,yes__for_it,william_ruto,none,yes,yes,yes,yes,mp,rarely,sometimes,always,tv,yes,yes,"0-11,000"
3400,embu,51-60,female,"0-11,000",none,subsistence_farmer_subsistence,rural,yes,yes,,no__against_it,william_ruto,none,no,no,yes,yes,my_friends,rarely,always,sometimes,radio,no,yes,"0-11,000"
3401,isiolo,25-30,male,"0-11,000",kcpe,hustler,peri_urban,yes,no,i_do_not_understand_bbi,no__against_it,raila_odinga,none,no,no,no,yes,church_leaders,never,always,always,whatsapp,no,yes,"0-11,000"
3402,isiolo,31-35,female,"0-11,000",none,business_owner__hotel_shop_kio,urban,yes,no,i_do_not_understand_bbi,no__against_it,none,none,no,no,no,no,my_friends,never,always,always,newspapers,no,no,"0-11,000"
3403,embu,25-30,male,"20,001-50,000",kcse,transport__matatu__lorry_boda_,rural,yes,no,the_referendum_will_cost_too_much,i_will_not_vote,fred_matiangi,fred_matiangi,no,yes,no,yes,no_one,rarely,rarely,often,facebook,no,yes,"20,001-50,000"
3404,laikipia,36-40,female,"11,001-20,000",kcpe,business_owner__hotel_shop_kio,urban,yes,undecided,,still_deciding,william_ruto,none,no,no,yes,yes,no_one,rarely,rarely,rarely,tv,yes,yes,"11,001-20,000"
3405,kirinyaga,25-30,male,"11,001-20,000",kcse,business_owner__hotel_shop_kio,rural,yes,yes,,no__against_it,william_ruto,none,thinking_about_it,a_little,not_sure,yes,mp,sometimes,sometimes,always,tv,maybe,yes,"11,001-20,000"
3406,nyeri,41-50,male,"0-11,000",kcpe,informal_employment__jua_kali_,urban,yes,no,i_am_not_interested,no__against_it,william_ruto,none,don_t_care,yes,yes,no,my_friends,rarely,never,sometimes,radio,yes,yes,"0-11,000"
3407,kiambu,31-35,female,"11,001-20,000",kcse,business_owner__hotel_shop_kio,rural,yes,no,i_do_not_understand_bbi,no__against_it,william_ruto,peter_kenneth,no,no,yes,yes,church_leaders,sometimes,always,always,tv,no,yes,"11,001-20,000"
3408,isiolo,18-24,female,"0-11,000",kcse,other,informal_settlement,no,yes,,yes__for_it,martha_karua,william_ruto,yes,no,i_do_not_know_about_it,no,chief,never,sometimes,sometimes,tv,no,yes,"0-11,000"
3409,isiolo,18-24,male,"0-11,000",diploma,other,urban,no,yes,,still_deciding,william_ruto,raila_odinga,no,no,yes,yes,elders,never,always,always,whatsapp,no,yes,"0-11,000"
3410,embu,31-35,male,"0-11,000",none,other,peri_urban,yes,no,i_am_not_interested,i_will_not_vote,william_ruto,none,no,no,yes,no,mcas,sometimes,rarely,sometimes,radio,no,yes,"0-11,000"
3411,kiambu,31-35,male,"11,001-20,000",kcse,subsistence_farmer_subsistence,rural,yes,undecided,,still_deciding,fred_matiangi,fred_matiangi,thinking_about_it,a_little,not_sure,yes,mp,never,often,often,radio,no,yes,"11,001-20,000"
3412,trans_nzoia,36-40,male,"0-11,000",certificate,transport__matatu__lorry_boda_,urban,yes,no,i_do_not_understand_bbi,i_will_not_vote,raila_odinga,musalia_mudavadi,no,no,not_sure,yes,my_friends,never,always,always,whatsapp,no,yes,"0-11,000"
3413,kisumu,31-35,female,"20,001-50,000",diploma,business_owner__hotel_shop_kio,urban,yes,no,i_do_not_understand_bbi,still_deciding,musalia_mudavadi,fred_matiangi,thinking_about_it,no,yes,yes,no_one,never,rarely,rarely,tv,no,yes,"20,001-50,000"
3414,embu,18-24,female,"0-11,000",kcse,unemployed,rural,yes,yes,,yes__for_it,fred_matiangi,peter_kenneth,yes,yes,no,yes,my_friends,never,sometimes,often,facebook,maybe,yes,"0-11,000"
3415,kitui,41-50,female,"50,001-100,000",kcse,unemployed,peri_urban,yes,undecided,,no__against_it,gideon_moi,none,don_t_care,no,not_sure,yes,chief,never,often,often,twitter,maybe,yes,"50,001-100,000"
3416,kitui,18-24,male,"0-11,000",kcse,unemployed,urban,no,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,kalonzo_musyoka,no,a_little,yes,no_response,my_friends,sometimes,often,often,tv,no,no,"0-11,000"
3417,nyeri,25-30,female,"0-11,000",kcse,informal_employment__jua_kali_,urban,yes,undecided,,yes__for_it,none,none,yes,a_little,no,yes,business_leaders,never,sometimes,rarely,facebook,no,undecided,"0-11,000"
3418,embu,36-40,female,"50,001-100,000",kcse,business_owner__hotel_shop_kio,rural,yes,undecided,,still_deciding,william_ruto,none,no,no,yes,yes,business_leaders,sometimes,often,often,tv,no,yes,"50,001-100,000"
3419,machakos,25-30,male,"0-11,000",kcse,business_owner__hotel_shop_kio,rural,no,no,i_do_not_understand_bbi,i_will_not_vote,none,none,don_t_care,no,no,yes,no_one,never,sometimes,never,facebook,no,undecided,"0-11,000"
3420,kiambu,51-60,male,"0-11,000",kcpe,hustler,rural,yes,undecided,,no__against_it,william_ruto,none,no,no,not_sure,yes,business_leaders,sometimes,sometimes,sometimes,radio,no,yes,"0-11,000"
3421,kisumu,18-24,female,"0-11,000",diploma,unemployed,urban,no,yes,,yes__for_it,raila_odinga,gideon_moi,yes,yes,yes,yes,my_friends,sometimes,often,always,whatsapp,no,yes,"0-11,000"
3422,nyeri,41-50,male,"0-11,000",kcse,informal_employment__jua_kali_,rural,yes,undecided,,still_deciding,william_ruto,peter_kenneth,no,no,yes,yes,church_leaders,sometimes,always,always,radio,no,yes,"0-11,000"
3423,machakos,41-50,female,"0-11,000",certificate,business_owner__hotel_shop_kio,rural,yes,undecided,,no__against_it,martha_karua,none,no,a_little,no,yes,my_friends,always,often,always,whatsapp,maybe,yes,"0-11,000"
3424,kitui,25-30,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,urban,no,yes,,yes__for_it,kalonzo_musyoka,kalonzo_musyoka,yes,a_little,no,yes,my_friends,rarely,sometimes,often,radio,yes,yes,"11,001-20,000"
3425,kitui,31-35,female,"11,001-20,000",kcse,business_owner__hotel_shop_kio,urban,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,musalia_mudavadi,no,no,yes,yes,my_friends,never,rarely,often,tv,no,yes,"11,001-20,000"
3426,kakamega,31-35,female,"11,001-20,000",undergraduate,informal_employment__jua_kali_,rural,yes,undecided,,no__against_it,william_ruto,musalia_mudavadi,no,a_little,yes,yes,governor,rarely,sometimes,rarely,tv,maybe,yes,"11,001-20,000"
3427,mombasa,18-24,female,"11,001-20,000",undergraduate,formal_employment__teacher_acc,peri_urban,yes,undecided,,still_deciding,none,none,thinking_about_it,yes,not_sure,yes,my_friends,never,often,often,tv,maybe,undecided,"11,001-20,000"
3428,isiolo,18-24,male,"20,001-50,000",diploma,transport__matatu__lorry_boda_,urban,yes,undecided,,still_deciding,william_ruto,none,no,yes,yes,yes,no_one,rarely,always,never,tv,no,yes,"20,001-50,000"
3429,embu,41-50,female,"20,001-50,000",diploma,subsistence_farmer_subsistence,peri_urban,yes,undecided,,i_will_not_vote,fred_matiangi,peter_kenneth,thinking_about_it,no,not_sure,yes,elders,never,always,always,tv,no,undecided,"20,001-50,000"
3430,laikipia,36-40,male,"0-11,000",kcpe,hustler,informal_settlement,no,no,i_do_not_understand_bbi,i_will_not_vote,none,none,thinking_about_it,no,yes,yes,no_one,never,rarely,always,tv,no,undecided,"0-11,000"
3431,machakos,31-35,female,"20,001-50,000",certificate,business_owner__hotel_shop_kio,rural,yes,no,current_constitution_is_ok,i_will_not_vote,raila_odinga,kalonzo_musyoka,no,no,no,yes,no_one,never,rarely,often,tv,no,undecided,"20,001-50,000"
3432,kericho,41-50,male,"11,001-20,000",kcpe,formal_employment__teacher_acc,rural,yes,yes,,yes__for_it,william_ruto,none,yes,a_little,yes,yes,church_leaders,always,always,always,my_friends,no,yes,"11,001-20,000"
3433,kisumu,31-35,male,"20,001-50,000",diploma,business_owner__hotel_shop_kio,urban,yes,undecided,,still_deciding,fred_matiangi,william_ruto,thinking_about_it,a_little,yes,yes,elders,never,sometimes,never,tv,no,yes,"20,001-50,000"
3434,trans_nzoia,25-30,male,"0-11,000",certificate,transport__matatu__lorry_boda_,urban,yes,no,i_do_not_understand_bbi,i_will_not_vote,musalia_mudavadi,none,no,no,yes,yes,governor,never,sometimes,always,whatsapp,no,yes,"0-11,000"
3435,kisumu,36-40,male,"0-11,000",kcse,transport__matatu__lorry_boda_,urban,yes,yes,,yes__for_it,raila_odinga,raila_odinga,yes,no,no,yes,my_friends,rarely,sometimes,always,radio,no,yes,"0-11,000"
3436,mombasa,18-24,male,"0-11,000",kcse,unemployed,peri_urban,no,no,i_do_not_understand_bbi,still_deciding,raila_odinga,kalonzo_musyoka,thinking_about_it,a_little,i_do_not_know_about_it,no,chief,often,rarely,often,newspapers,no,yes,"0-11,000"
3437,isiolo,18-24,male,"0-11,000",kcse,transport__matatu__lorry_boda_,rural,no,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,gideon_moi,no,no,yes,yes,church_leaders,often,always,always,facebook,no,yes,"0-11,000"
3438,kitui,41-50,male,"11,001-20,000",none,hustler,urban,yes,yes,,yes__for_it,william_ruto,kalonzo_musyoka,yes,a_little,yes,yes,mcas,often,often,always,tv,yes,yes,"11,001-20,000"
3439,kitui,31-35,male,"20,001-50,000",certificate,transport__matatu__lorry_boda_,peri_urban,yes,undecided,,no__against_it,raila_odinga,kalonzo_musyoka,no,no,not_sure,no,no_one,always,sometimes,sometimes,newspapers,no,undecided,"20,001-50,000"
3440,kitui,25-30,female,"50,001-100,000",postgraduate,business_owner__hotel_shop_kio,urban,no,undecided,,no__against_it,none,none,don_t_care,no,not_sure,no,no_one,never,rarely,rarely,twitter,maybe,undecided,"50,001-100,000"
3441,laikipia,25-30,female,"0-11,000",kcpe,hustler,peri_urban,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,none,no,no,yes,no,my_friends,never,never,never,tv,no,yes,"0-11,000"
3442,mombasa,18-24,male,"0-11,000",kcse,informal_employment__jua_kali_,peri_urban,yes,yes,,no__against_it,william_ruto,none,no,a_little,yes,yes,governor,sometimes,sometimes,always,radio,no,yes,"0-11,000"
3443,kisii,41-50,male,"0-11,000",kcpe,hustler,rural,yes,other,,still_deciding,fred_matiangi,william_ruto,no,a_little,yes,yes,mp,never,always,always,radio,no,yes,"0-11,000"
3444,mombasa,31-35,female,"0-11,000",kcse,informal_employment__jua_kali_,peri_urban,no,undecided,,still_deciding,martha_karua,none,thinking_about_it,no,no,yes,mp,rarely,rarely,sometimes,tv,no,undecided,"0-11,000"
3445,kisumu,41-50,male,"20,001-50,000",kcse,business_owner__hotel_shop_kio,urban,yes,yes,,yes__for_it,raila_odinga,none,yes,yes,no,yes,my_friends,never,always,always,tv,yes,yes,"20,001-50,000"
3446,narok,51-60,female,"0-11,000",none,subsistence_farmer_subsistence,informal_settlement,yes,yes,,still_deciding,none,none,no,no,i_do_not_know_about_it,yes,chief,never,always,always,tv,no,yes,"0-11,000"
3447,kericho,31-35,male,"11,001-20,000",kcse,hustler,rural,yes,yes,,no__against_it,william_ruto,none,no,a_little,yes,no_response,no_one,never,always,always,youtube,no,yes,"11,001-20,000"
3448,narok,25-30,female,"20,001-50,000",undergraduate,formal_employment__teacher_acc,peri_urban,yes,no,i_am_not_interested,no__against_it,none,none,no,a_little,no,yes,my_friends,never,sometimes,rarely,tv,no,no,"20,001-50,000"
3449,embu,25-30,male,"0-11,000",certificate,transport__matatu__lorry_boda_,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,none,no,no,yes,no,my_friends,never,sometimes,rarely,tv,no,yes,"0-11,000"
3450,nairobi,18-24,female,"0-11,000",kcpe,unemployed,urban,no,undecided,,still_deciding,peter_kenneth,fred_matiangi,thinking_about_it,a_little,yes,yes,church_leaders,never,sometimes,always,radio,no,no,"0-11,000"
3451,nyeri,18-24,female,"0-11,000",kcpe,hustler,rural,yes,yes,,no__against_it,william_ruto,none,no,a_little,yes,yes,my_friends,rarely,sometimes,often,facebook,no,yes,"0-11,000"
3452,trans_nzoia,31-35,male,"11,001-20,000",kcse,business_owner__hotel_shop_kio,rural,yes,yes,,no__against_it,none,none,no,no,i_do_not_know_about_it,yes,no_one,never,always,often,radio,no,yes,"11,001-20,000"
3453,migori,18-24,male,"0-11,000",kcse,unemployed,rural,no,yes,,yes__for_it,raila_odinga,none,yes,a_little,yes,yes,mp,sometimes,always,always,tv,yes,yes,"0-11,000"
3454,narok,25-30,male,"0-11,000",kcse,transport__matatu__lorry_boda_,rural,yes,undecided,,still_deciding,william_ruto,none,thinking_about_it,no,yes,yes,no_one,never,always,always,radio,no,yes,"0-11,000"
3455,mombasa,51-60,male,"11,001-20,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,yes,,yes__for_it,martha_karua,fred_matiangi,yes,yes,no,yes,mp,sometimes,often,always,tv,maybe,yes,"11,001-20,000"
3456,laikipia,over-61,female,"11,001-20,000",kcse,hustler,urban,no,no,current_constitution_is_ok,no__against_it,william_ruto,gideon_moi,no,no,yes,no,mcas,sometimes,sometimes,rarely,radio,no,yes,"11,001-20,000"
3457,kisumu,41-50,female,"0-11,000",kcse,business_owner__hotel_shop_kio,urban,yes,undecided,,still_deciding,none,none,thinking_about_it,no,no,yes,my_friends,never,always,sometimes,radio,no,yes,"0-11,000"
3458,kirinyaga,36-40,male,"0-11,000",kcse,subsistence_farmer_subsistence,rural,yes,yes,,yes__for_it,william_ruto,raila_odinga,thinking_about_it,no,i_do_not_know_about_it,yes,mp,sometimes,always,always,tv,no,yes,"0-11,000"
3459,kakamega,25-30,female,"11,001-20,000",kcse,unemployed,rural,yes,undecided,,still_deciding,none,none,don_t_care,no,not_sure,no,church_leaders,never,sometimes,rarely,tv,maybe,undecided,"11,001-20,000"
3460,meru,41-50,female,"0-11,000",kcse,subsistence_farmer_subsistence,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,none,none,thinking_about_it,no,no_response,no_response,church_leaders,never,often,often,radio,no,yes,"0-11,000"
3461,narok,25-30,female,"0-11,000",kcpe,cash_crop_farmer_commercial_fi,rural,yes,no,i_am_not_interested,still_deciding,none,none,no,no,i_do_not_know_about_it,yes,church_leaders,never,always,always,radio,no,yes,"0-11,000"
3462,mombasa,25-30,female,"0-11,000",certificate,unemployed,informal_settlement,yes,no,i_do_not_understand_bbi,i_will_not_vote,none,none,no,no,not_sure,no,my_friends,rarely,sometimes,often,radio,no,undecided,"0-11,000"
3463,kisii,25-30,male,"0-11,000",undergraduate,unemployed,peri_urban,yes,no,i_am_not_interested,i_will_not_vote,william_ruto,none,no,no,yes,no,no_one,never,never,never,radio,no,yes,"0-11,000"
3464,machakos,36-40,male,"0-11,000",diploma,business_owner__hotel_shop_kio,rural,yes,undecided,,still_deciding,musalia_mudavadi,gideon_moi,thinking_about_it,no,yes,no_response,governor,often,always,sometimes,tv,maybe,yes,"0-11,000"
3465,nyeri,25-30,female,"0-11,000",kcse,hustler,urban,yes,undecided,,no__against_it,william_ruto,william_ruto,no,no,yes,no,no_one,never,sometimes,never,tv,no,yes,"0-11,000"
3466,isiolo,18-24,male,"0-11,000",kcse,transport__matatu__lorry_boda_,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,gideon_moi,no,a_little,yes,no,chief,never,always,always,tv,maybe,yes,"0-11,000"
3467,kiambu,18-24,male,"0-11,000",kcse,business_owner__hotel_shop_kio,urban,yes,undecided,,yes__for_it,william_ruto,peter_kenneth,don_t_care,a_little,yes,no,my_friends,rarely,always,always,tv,no,yes,"0-11,000"
3468,nakuru,31-35,female,"0-11,000",kcse,other,rural,yes,undecided,,still_deciding,none,none,yes,a_little,i_do_not_know_about_it,no_response,elders,never,sometimes,sometimes,facebook,maybe,undecided,"0-11,000"
3469,meru,51-60,male,"0-11,000",none,unemployed,rural,yes,yes,,no__against_it,william_ruto,none,no,no,yes,yes,elders,sometimes,sometimes,sometimes,radio,no,yes,"0-11,000"
3470,mombasa,51-60,male,"11,001-20,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,yes,,yes__for_it,william_ruto,kalonzo_musyoka,yes,yes,no,yes,church_leaders,sometimes,always,often,tv,no,yes,"11,001-20,000"
3471,mombasa,over-61,male,"20,001-50,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,undecided,,still_deciding,none,none,thinking_about_it,no,i_do_not_know_about_it,no,my_friends,never,sometimes,rarely,radio,no,undecided,"20,001-50,000"
3472,kisumu,25-30,female,"11,001-20,000",certificate,informal_employment__jua_kali_,urban,yes,yes,,no__against_it,william_ruto,william_ruto,no,yes,yes,yes,elders,never,sometimes,sometimes,radio,yes,yes,"11,001-20,000"
3473,narok,25-30,male,"0-11,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,no,i_am_not_interested,i_will_not_vote,none,none,no,a_little,no,yes,elders,never,sometimes,always,tv,no,undecided,"0-11,000"
3474,isiolo,18-24,male,"0-11,000",kcse,unemployed,rural,yes,yes,,no__against_it,william_ruto,none,no,yes,yes,yes,business_leaders,sometimes,always,always,youtube,no,yes,"0-11,000"
3475,narok,36-40,female,"0-11,000",kcpe,business_owner__hotel_shop_kio,rural,yes,undecided,,still_deciding,none,none,thinking_about_it,no,i_do_not_know_about_it,yes,church_leaders,never,always,always,radio,no,undecided,"0-11,000"
3476,migori,18-24,male,"0-11,000",undergraduate,unemployed,peri_urban,no,yes,,still_deciding,raila_odinga,none,thinking_about_it,yes,no,yes,mcas,sometimes,often,often,tv,maybe,yes,"0-11,000"
3477,narok,18-24,male,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,yes,,yes__for_it,raila_odinga,kalonzo_musyoka,yes,yes,yes,yes,my_friends,never,always,always,tv,yes,yes,"0-11,000"
3478,meru,18-24,male,"0-11,000",kcse,transport__matatu__lorry_boda_,rural,yes,no,i_am_not_interested,i_will_not_vote,william_ruto,musalia_mudavadi,no,a_little,yes,yes,elders,sometimes,often,always,tv,no,yes,"0-11,000"
3479,mombasa,31-35,male,"11,001-20,000",kcpe,formal_employment__teacher_acc,peri_urban,no,yes,,still_deciding,william_ruto,raila_odinga,no,a_little,yes,yes,governor,often,always,always,tv,no,yes,"11,001-20,000"
3480,mombasa,18-24,female,"0-11,000",kcse,unemployed,peri_urban,no,yes,,still_deciding,kalonzo_musyoka,william_ruto,no,no,yes,yes,chief,often,always,always,tv,no,yes,"0-11,000"
3481,isiolo,18-24,male,"0-11,000",kcpe,hustler,rural,no,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,gideon_moi,no,no,yes,no,chief,never,always,always,radio,no,yes,"0-11,000"
3482,kitui,18-24,male,"0-11,000",kcse,unemployed,urban,no,no,i_am_not_interested,no__against_it,kalonzo_musyoka,william_ruto,no,a_little,not_sure,yes,my_friends,sometimes,always,often,tv,no,yes,"0-11,000"
3483,laikipia,25-30,female,"0-11,000",kcse,business_owner__hotel_shop_kio,urban,yes,other,,still_deciding,william_ruto,peter_kenneth,no,no,yes,no,chief,sometimes,always,always,tv,yes,yes,"0-11,000"
3484,machakos,36-40,male,"0-11,000",kcse,informal_employment__jua_kali_,rural,yes,undecided,,still_deciding,kalonzo_musyoka,gideon_moi,no,a_little,no_response,no_response,church_leaders,sometimes,always,never,tv,no,yes,"0-11,000"
3485,isiolo,18-24,male,"0-11,000",kcpe,hustler,peri_urban,yes,yes,,no__against_it,william_ruto,gideon_moi,no,no,yes,no,church_leaders,never,always,always,radio,no,yes,"0-11,000"
